"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","58","PR76397","WESTWOOD CONDO II, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2024","660","660","0"
"Condominium Project","58","PR76397","WESTWOOD CONDO II, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2025","660","660","0"
"Condominium Project","58","PR76397","WESTWOOD CONDO II, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2026","660","660","0"
"Condominium Project","47","PR1S017178","WESTWOOD CONDOS","1440 OCALA DRIVE","PO Box 00000","TALLAHASSEE","FL","32304","2024","404","404","0"
"Condominium Project","47","PR1S017178","WESTWOOD CONDOS","1440 OCALA DRIVE","PO Box 00000","TALLAHASSEE","FL","32304","2023","404","404","0"
"Condominium Project","47","PR1S017178","WESTWOOD CONDOS","1440 OCALA DRIVE","PO Box 00000","TALLAHASSEE","FL","32304","2022","404","444.4","0"
"Condominium Project","47","PR1S017178","WESTWOOD CONDOS","1440 OCALA DRIVE","PO Box 00000","TALLAHASSEE","FL","32304","2026","404","404","0"
"Condominium Project","47","PR1S017178","WESTWOOD CONDOS","1440 OCALA DRIVE","PO Box 00000","TALLAHASSEE","FL","32304","2025","404","404","0"
"Condominium Project","39","PR1S000910","WESTWOOD GREENS CONDO","1904 CLUBHOUSE DRIVE","","SUN CITY CENTER","FL","335705912","2024","280","308","0"
"Condominium Project","39","PR1S000910","WESTWOOD GREENS CONDO","1904 CLUBHOUSE DRIVE","","SUN CITY CENTER","FL","335705912","2026","280","280","0"
"Condominium Project","39","PR1S000910","WESTWOOD GREENS CONDO","1904 CLUBHOUSE DRIVE","","SUN CITY CENTER","FL","335705912","2025","280","280","0"
"Condominium Project","39","PR1S000910","WESTWOOD GREENS CONDO","1904 CLUBHOUSE DRIVE","","SUN CITY CENTER","FL","335705912","2023","280","280","0"
"Condominium Project","39","PR1S000910","WESTWOOD GREENS CONDO","1904 CLUBHOUSE DRIVE","","SUN CITY CENTER","FL","335705912","2022","280","280","0"
"Condominium Project","58","PR75318","WESTWOOD OF ORLANDO, A CONDO","3450 SENECA CLUB LOOP","","ORLANDO","FL","32808","2022","","",""
"Condominium Project","58","PR75318","WESTWOOD OF ORLANDO, A CONDO","3450 SENECA CLUB LOOP","","ORLANDO","FL","32808","2023","","",""
"Condominium Project","58","PR75318","WESTWOOD OF ORLANDO, A CONDO","3450 SENECA CLUB LOOP","","ORLANDO","FL","32808","2024","","",""
"Condominium Project","58","PR75318","WESTWOOD OF ORLANDO, A CONDO","3450 SENECA CLUB LOOP","","ORLANDO","FL","32808","2025","","",""
"Condominium Project","58","PR75318","WESTWOOD OF ORLANDO, A CONDO","3450 SENECA CLUB LOOP","","ORLANDO","FL","32808","2026","","",""
"Condominium Project","62","PR1S006387","WESTWOOD VILLAS, A CONDO","6000 1ST AVENUE SOUTH","","ST. PETERSBURG","FL","337071633","2022","144","144","0"
"Condominium Project","62","PR1S006387","WESTWOOD VILLAS, A CONDO","6000 1ST AVENUE SOUTH","","ST. PETERSBURG","FL","337071633","2023","144","144","0"
"Condominium Project","62","PR1S006387","WESTWOOD VILLAS, A CONDO","6000 1ST AVENUE SOUTH","","ST. PETERSBURG","FL","337071633","2025","144","158.4","0"
"Condominium Project","62","PR1S006387","WESTWOOD VILLAS, A CONDO","6000 1ST AVENUE SOUTH","","ST. PETERSBURG","FL","337071633","2026","144","144","0"
"Condominium Project","62","PR1S006387","WESTWOOD VILLAS, A CONDO","6000 1ST AVENUE SOUTH","","ST. PETERSBURG","FL","337071633","2024","144","144","0"
"Condominium Project","15","PR1V021565","WESTWOOD, A CONDO","600 NORTH WICKHAM ROAD","","MELBOURNE","FL","32935","2026","372","372","0"
"Condominium Project","15","PR1V021565","WESTWOOD, A CONDO","600 NORTH WICKHAM ROAD","","MELBOURNE","FL","32935","2025","372","372","0"
"Condominium Project","15","PR1V021565","WESTWOOD, A CONDO","600 NORTH WICKHAM ROAD","","MELBOURNE","FL","32935","2024","372","372","0"
"Condominium Project","15","PR1V021565","WESTWOOD, A CONDO","600 NORTH WICKHAM ROAD","","MELBOURNE","FL","32935","2023","372","372","0"
"Condominium Project","15","PR1V021565","WESTWOOD, A CONDO","600 NORTH WICKHAM ROAD","","MELBOURNE","FL","32935","2022","372","372","0"
"Condominium Project","68","PR1P004237","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 1","5710 CLARK ROAD","","SARASOTA","FL","342333302","2026","288","288","0"
"Condominium Project","68","PR1P004237","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 1","5710 CLARK ROAD","","SARASOTA","FL","342333302","2023","288","288","0"
"Condominium Project","68","PR1P004237","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 1","5710 CLARK ROAD","","SARASOTA","FL","342333302","2022","288","288","0"
"Condominium Project","68","PR1P004237","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 1","5710 CLARK ROAD","","SARASOTA","FL","342333302","2024","288","288","0"
"Condominium Project","68","PR1P004237","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 1","5710 CLARK ROAD","","SARASOTA","FL","342333302","2025","288","288","0"
"Condominium Project","68","PR1P020537","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 2","APPROACH ROAD","","SARASOTA","FL","34238","2022","168","168","0"
"Condominium Project","68","PR1P020537","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 2","APPROACH ROAD","","SARASOTA","FL","34238","2023","168","168","0"
"Condominium Project","68","PR1P020537","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 2","APPROACH ROAD","","SARASOTA","FL","34238","2024","168","168","0"
"Condominium Project","68","PR1P020537","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 2","APPROACH ROAD","","SARASOTA","FL","34238","2025","168","168","0"
"Condominium Project","68","PR1P020537","WESTWOODS AT SUNRISE COUNTRY CLUB, A CONDO, SECTION 2","APPROACH ROAD","","SARASOTA","FL","34238","2026","168","168","0"
"Condominium Project","21","PR1V023754","WEXFORD PLACE, A CONDO","465 BALD EAGLE DRIVE","","MARCO ISLAND","FL","33937","2024","64","70.4","0"
"Condominium Project","21","PR1V023754","WEXFORD PLACE, A CONDO","465 BALD EAGLE DRIVE","","MARCO ISLAND","FL","33937","2025","64","64","0"
"Condominium Project","21","PR1V023754","WEXFORD PLACE, A CONDO","465 BALD EAGLE DRIVE","","MARCO ISLAND","FL","33937","2026","64","64","0"
"Condominium Project","21","PR1V023754","WEXFORD PLACE, A CONDO","465 BALD EAGLE DRIVE","","MARCO ISLAND","FL","33937","2023","64","64","0"
"Condominium Project","21","PR1V023754","WEXFORD PLACE, A CONDO","465 BALD EAGLE DRIVE","","MARCO ISLAND","FL","33937","2022","64","64","0"
"Condominium Project","15","PR1P010921","WEXFORD, A CONDO","3800 SOUTH A1A","","MELBOURNE BEACH","FL","32951","2026","80","80","0"
"Condominium Project","15","PR1P010921","WEXFORD, A CONDO","3800 SOUTH A1A","","MELBOURNE BEACH","FL","32951","2025","80","80","0"
"Condominium Project","15","PR1P010921","WEXFORD, A CONDO","3800 SOUTH A1A","","MELBOURNE BEACH","FL","32951","2024","80","80","0"
"Condominium Project","15","PR1P010921","WEXFORD, A CONDO","3800 SOUTH A1A","","MELBOURNE BEACH","FL","32951","2022","80","80","0"
"Condominium Project","15","PR1P010921","WEXFORD, A CONDO","3800 SOUTH A1A","","MELBOURNE BEACH","FL","32951","2023","80","80","0"
"Condominium Project","68","PR1S009329","WEYBRIDGE, A CONDO","NEWBURN ROAD THE MEADOWS","","SARASOTA","FL","33580","2022","384","384","0"
"Condominium Project","68","PR1S009329","WEYBRIDGE, A CONDO","NEWBURN ROAD THE MEADOWS","","SARASOTA","FL","33580","2023","384","384","0"
"Condominium Project","21","PR1P021445","WEYBRIDGE, A CONDO","1500 IMPERIAL GOLF COURSE","","NAPLES","FL","33942","2022","212","256.52","0"
"Condominium Project","21","PR1P021445","WEYBRIDGE, A CONDO","1500 IMPERIAL GOLF COURSE","","NAPLES","FL","33942","2023","212","212","0"
"Condominium Project","21","PR1P021445","WEYBRIDGE, A CONDO","1500 IMPERIAL GOLF COURSE","","NAPLES","FL","33942","2025","212","212","0"
"Condominium Project","68","PR1S009329","WEYBRIDGE, A CONDO","NEWBURN ROAD THE MEADOWS","","SARASOTA","FL","33580","2025","384","384","0"
"Condominium Project","68","PR1S009329","WEYBRIDGE, A CONDO","NEWBURN ROAD THE MEADOWS","","SARASOTA","FL","33580","2026","384","384","0"
"Condominium Project","21","PR1P021445","WEYBRIDGE, A CONDO","1500 IMPERIAL GOLF COURSE","","NAPLES","FL","33942","2026","212","212","0"
"Condominium Project","21","PR1P021445","WEYBRIDGE, A CONDO","1500 IMPERIAL GOLF COURSE","","NAPLES","FL","33942","2024","212","212","0"
"Condominium Project","68","PR1S009329","WEYBRIDGE, A CONDO","NEWBURN ROAD THE MEADOWS","","SARASOTA","FL","33580","2024","384","384","0"
"Condominium Project","74","PR1S022574","WHIPSAW CONDOS","306 N GARFIELD AVE","","DELAND","FL","32724","2022","20","22","0"
"Condominium Project","74","PR1S022574","WHIPSAW CONDOS","306 N GARFIELD AVE","","DELAND","FL","32724","2026","","",""
"Condominium Project","74","PR1S022574","WHIPSAW CONDOS","306 N GARFIELD AVE","","DELAND","FL","32724","2025","20","20","0"
"Condominium Project","74","PR1S022574","WHIPSAW CONDOS","306 N GARFIELD AVE","","DELAND","FL","32724","2024","20","22","0"
"Condominium Project","74","PR1S022574","WHIPSAW CONDOS","306 N GARFIELD AVE","","DELAND","FL","32724","2023","20","20","0"
"Condominium Project","46","PR1P004547","WHISKEY CREEK ADULT CONDO II","WHISKEY CREEK DRIVE","","FORT MYERS","FL","33908","2025","384","384","0"
"Condominium Project","46","PR1P004547","WHISKEY CREEK ADULT CONDO II","WHISKEY CREEK DRIVE","","FORT MYERS","FL","33908","2026","384","384","0"
"Condominium Project","46","PR1P004547","WHISKEY CREEK ADULT CONDO II","WHISKEY CREEK DRIVE","","FORT MYERS","FL","33908","2023","384","422.4","0"
"Condominium Project","46","PR1P004547","WHISKEY CREEK ADULT CONDO II","WHISKEY CREEK DRIVE","","FORT MYERS","FL","33908","2022","384","384","0"
"Condominium Project","46","PR1P004547","WHISKEY CREEK ADULT CONDO II","WHISKEY CREEK DRIVE","","FORT MYERS","FL","33908","2024","384","464.64","0"
"Condominium Project","46","PR1P014136","WHISKEY CREEK ADULT CONDO II SEC B","6142 WHISKEY CREEK DRIVE","","FORT MYERS","FL","339198733","2023","288","316.8","0"
"Condominium Project","46","PR1P014136","WHISKEY CREEK ADULT CONDO II SEC B","6142 WHISKEY CREEK DRIVE","","FORT MYERS","FL","339198733","2022","288","288","0"
"Condominium Project","46","PR1P014136","WHISKEY CREEK ADULT CONDO II SEC B","6142 WHISKEY CREEK DRIVE","","FORT MYERS","FL","339198733","2024","288","348.48","0"
"Condominium Project","46","PR1P014136","WHISKEY CREEK ADULT CONDO II SEC B","6142 WHISKEY CREEK DRIVE","","FORT MYERS","FL","339198733","2026","288","288","0"
"Condominium Project","46","PR1P014136","WHISKEY CREEK ADULT CONDO II SEC B","6142 WHISKEY CREEK DRIVE","","FORT MYERS","FL","339198733","2025","288","288","0"
"Condominium Project","46","PR1X016430","WHISKEY CREEK CONDO","6102-4 WHISKEY CREEK DRIVE","","FORT MYERS","FL","33907","2024","108","118.8","0"
"Condominium Project","46","PR1X016430","WHISKEY CREEK CONDO","6102-4 WHISKEY CREEK DRIVE","","FORT MYERS","FL","33907","2026","108","108","0"
"Condominium Project","46","PR1X016430","WHISKEY CREEK CONDO","6102-4 WHISKEY CREEK DRIVE","","FORT MYERS","FL","33907","2025","108","108","0"
"Condominium Project","46","PR1X016430","WHISKEY CREEK CONDO","6102-4 WHISKEY CREEK DRIVE","","FORT MYERS","FL","33907","2023","108","108","0"
"Condominium Project","46","PR1X016430","WHISKEY CREEK CONDO","6102-4 WHISKEY CREEK DRIVE","","FORT MYERS","FL","33907","2022","108","118.8","0"
"Condominium Project","46","PR1S005633","WHISKEY CREEK VILLAGE GREEN CONDO SEC FOURTEEN","SAUTERN DRIVE S.W.","","FORT MYERS","FL","33907","2024","144","144","0"
"Condominium Project","46","PR1S005633","WHISKEY CREEK VILLAGE GREEN CONDO SEC FOURTEEN","SAUTERN DRIVE S.W.","","FORT MYERS","FL","33907","2025","144","144","0"
"Condominium Project","46","PR1S005633","WHISKEY CREEK VILLAGE GREEN CONDO SEC FOURTEEN","SAUTERN DRIVE S.W.","","FORT MYERS","FL","33907","2026","144","144","0"
"Condominium Project","46","PR1S005633","WHISKEY CREEK VILLAGE GREEN CONDO SEC FOURTEEN","SAUTERN DRIVE S.W.","","FORT MYERS","FL","33907","2022","144","144","0"
"Condominium Project","46","PR1S005633","WHISKEY CREEK VILLAGE GREEN CONDO SEC FOURTEEN","SAUTERN DRIVE S.W.","","FORT MYERS","FL","33907","2023","144","158.4","0"
"Condominium Project","46","PR1S005632","WHISKEY CREEK VILLAGE GREEN CONDO SEC THIRTEEN","BALKEN COURT SAUTERN","","FORT MYERS","FL","339192299","2023","128","128","0"
"Condominium Project","46","PR1S005632","WHISKEY CREEK VILLAGE GREEN CONDO SEC THIRTEEN","BALKEN COURT SAUTERN","","FORT MYERS","FL","339192299","2022","128","140.8","0"
"Condominium Project","46","PR1S005632","WHISKEY CREEK VILLAGE GREEN CONDO SEC THIRTEEN","BALKEN COURT SAUTERN","","FORT MYERS","FL","339192299","2026","128","128","0"
"Condominium Project","46","PR1S005632","WHISKEY CREEK VILLAGE GREEN CONDO SEC THIRTEEN","BALKEN COURT SAUTERN","","FORT MYERS","FL","339192299","2025","128","140.8","0"
"Condominium Project","46","PR1S005632","WHISKEY CREEK VILLAGE GREEN CONDO SEC THIRTEEN","BALKEN COURT SAUTERN","","FORT MYERS","FL","339192299","2024","128","128","0"
"Condominium Project","46","PR1S005612","WHISKEY CREEK VILLAGE GREEN CONDO SEC TWELVE","SAUTERN DR SW AND BADEN COURT","","FORT MYERS","FL","339192299","2023","128","128","0"
"Condominium Project","46","PR1S005612","WHISKEY CREEK VILLAGE GREEN CONDO SEC TWELVE","SAUTERN DR SW AND BADEN COURT","","FORT MYERS","FL","339192299","2024","128","128","0"
"Condominium Project","46","PR1S005612","WHISKEY CREEK VILLAGE GREEN CONDO SEC TWELVE","SAUTERN DR SW AND BADEN COURT","","FORT MYERS","FL","339192299","2025","128","128","0"
"Condominium Project","46","PR1S005612","WHISKEY CREEK VILLAGE GREEN CONDO SEC TWELVE","SAUTERN DR SW AND BADEN COURT","","FORT MYERS","FL","339192299","2026","128","128","0"
"Condominium Project","46","PR1S005612","WHISKEY CREEK VILLAGE GREEN CONDO SEC TWELVE","SAUTERN DR SW AND BADEN COURT","","FORT MYERS","FL","339192299","2022","128","140.8","0"
"Condominium Project","46","PR1S018885","WHISKEY CREEK VILLAGE GREEN SEC 1","1515 WHISKEY CREEK DR","","FORT MYERS","FL","339192701","2024","96","96","0"
"Condominium Project","46","PR1S018885","WHISKEY CREEK VILLAGE GREEN SEC 1","1515 WHISKEY CREEK DR","","FORT MYERS","FL","339192701","2022","96","96","0"
"Condominium Project","46","PR1S018885","WHISKEY CREEK VILLAGE GREEN SEC 1","1515 WHISKEY CREEK DR","","FORT MYERS","FL","339192701","2023","96","96","0"
"Condominium Project","46","PR1S018885","WHISKEY CREEK VILLAGE GREEN SEC 1","1515 WHISKEY CREEK DR","","FORT MYERS","FL","339192701","2025","96","96","0"
"Condominium Project","46","PR1S018885","WHISKEY CREEK VILLAGE GREEN SEC 1","1515 WHISKEY CREEK DR","","FORT MYERS","FL","339192701","2026","96","96","0"
"Condominium Project","46","PR1S018723","WHISKEY CREEK VILLAGE GREEN SEC 5","5598 TRELLIS LANE","","FORT MYERS","FL","339192717","2026","96","96","0"
"Condominium Project","46","PR1S018723","WHISKEY CREEK VILLAGE GREEN SEC 5","5598 TRELLIS LANE","","FORT MYERS","FL","339192717","2025","96","96","0"
"Condominium Project","46","PR1S018723","WHISKEY CREEK VILLAGE GREEN SEC 5","5598 TRELLIS LANE","","FORT MYERS","FL","339192717","2024","96","96","0"
"Condominium Project","46","PR1S018723","WHISKEY CREEK VILLAGE GREEN SEC 5","5598 TRELLIS LANE","","FORT MYERS","FL","339192717","2023","96","96","0"
"Condominium Project","46","PR1S018723","WHISKEY CREEK VILLAGE GREEN SEC 5","5598 TRELLIS LANE","","FORT MYERS","FL","339192717","2022","96","96","0"
"Condominium Project","46","PR1P004560","WHISKEY CREEK VILLAGE GREEN SEC 9 PH 1","CAPBERN COURT SW","","FORT MYERS","FL","33907","2026","128","128","0"
"Condominium Project","46","PR1P004560","WHISKEY CREEK VILLAGE GREEN SEC 9 PH 1","CAPBERN COURT SW","","FORT MYERS","FL","33907","2025","128","140.8","0"
"Condominium Project","46","PR1P004560","WHISKEY CREEK VILLAGE GREEN SEC 9 PH 1","CAPBERN COURT SW","","FORT MYERS","FL","33907","2024","128","128","0"
"Condominium Project","46","PR1P004560","WHISKEY CREEK VILLAGE GREEN SEC 9 PH 1","CAPBERN COURT SW","","FORT MYERS","FL","33907","2022","128","128","0"
"Condominium Project","46","PR1P004560","WHISKEY CREEK VILLAGE GREEN SEC 9 PH 1","CAPBERN COURT SW","","FORT MYERS","FL","33907","2023","128","128","0"
"Condominium Project","46","PR75582","WHISKEY CREEK VILLAGE GREEN SEC THREE","1515 WHISKEY CREEK DR","","FORT MYERS","FL","33919","2022","96","96","0"
"Condominium Project","46","PR75582","WHISKEY CREEK VILLAGE GREEN SEC THREE","1515 WHISKEY CREEK DR","","FORT MYERS","FL","33919","2023","96","96","0"
"Condominium Project","46","PR75582","WHISKEY CREEK VILLAGE GREEN SEC THREE","1515 WHISKEY CREEK DR","","FORT MYERS","FL","33919","2024","96","96","0"
"Condominium Project","46","PR75582","WHISKEY CREEK VILLAGE GREEN SEC THREE","1515 WHISKEY CREEK DR","","FORT MYERS","FL","33919","2025","96","96","0"
"Condominium Project","46","PR75582","WHISKEY CREEK VILLAGE GREEN SEC THREE","1515 WHISKEY CREEK DR","","FORT MYERS","FL","33919","2026","96","96","0"
"Condominium Project","46","PR1S021252","WHISKEY CREEK VILLAGE GREEN SEC TWO ASSNINC","1436 TREDEGAR DR","","FORT MYERS","FL","33919","2025","96","96","0"
"Condominium Project","46","PR1S021252","WHISKEY CREEK VILLAGE GREEN SEC TWO ASSNINC","1436 TREDEGAR DR","","FORT MYERS","FL","33919","2026","96","96","0"
"Condominium Project","46","PR1S021252","WHISKEY CREEK VILLAGE GREEN SEC TWO ASSNINC","1436 TREDEGAR DR","","FORT MYERS","FL","33919","2022","96","105.6","0"
"Condominium Project","46","PR1S021252","WHISKEY CREEK VILLAGE GREEN SEC TWO ASSNINC","1436 TREDEGAR DR","","FORT MYERS","FL","33919","2023","96","96","0"
"Condominium Project","46","PR1S021252","WHISKEY CREEK VILLAGE GREEN SEC TWO ASSNINC","1436 TREDEGAR DR","","FORT MYERS","FL","33919","2024","96","105.6","0"
"Condominium Project","46","PR1S004522","WHISKEY CREEK VILLAGE GREEN SEC. 10 CONDO","BURING COURT","","FORT MYERS","FL","339192723","2026","128","128","0"
"Condominium Project","46","PR1S004522","WHISKEY CREEK VILLAGE GREEN SEC. 10 CONDO","BURING COURT","","FORT MYERS","FL","339192723","2025","128","128","0"
"Condominium Project","46","PR1S004522","WHISKEY CREEK VILLAGE GREEN SEC. 10 CONDO","BURING COURT","","FORT MYERS","FL","339192723","2023","128","128","0"
"Condominium Project","46","PR1S004522","WHISKEY CREEK VILLAGE GREEN SEC. 10 CONDO","BURING COURT","","FORT MYERS","FL","339192723","2024","128","128","0"
"Condominium Project","46","PR1S004522","WHISKEY CREEK VILLAGE GREEN SEC. 10 CONDO","BURING COURT","","FORT MYERS","FL","339192723","2022","128","128","0"
"Condominium Project","46","PR1S004523","WHISKEY CREEK VILLAGE GREEN SEC. 11 CONDO","5684 BOLLA COURT","","FORT MYERS","FL","339192738","2022","128","128","0"
"Condominium Project","46","PR1S004523","WHISKEY CREEK VILLAGE GREEN SEC. 11 CONDO","5684 BOLLA COURT","","FORT MYERS","FL","339192738","2024","128","128","0"
"Condominium Project","46","PR1S004523","WHISKEY CREEK VILLAGE GREEN SEC. 11 CONDO","5684 BOLLA COURT","","FORT MYERS","FL","339192738","2023","128","128","0"
